shipment_id,cost_type,calc_method,rate_ref,cost_amount,currency,load_date,update_date
S007787,Fuel,index,DOE 3.89,233.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007788,Base,per-mile,RPM 2.16,1289.12,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007788,Fuel,index,DOE 3.85,113.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007789,Base,per-mile,RPM 1.92,757.98,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007789,Fuel,index,DOE 3.89,67.2,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007790,Base,per-mile,RPM 2.16,1090.23,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007790,Fuel,index,DOE 3.85,85.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007791,Base,per-mile,RPM 2.63,655.85,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007791,Fuel,index,DOE 3.94,42.66,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007792,Accessorial: TONU,flat,TONU,178.12,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007793,Base,per-mile,RPM 2.30,2286.26,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007793,Fuel,index,DOE 3.89,203.84,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007794,Base,per-mile,RPM 2.48,367.27,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007794,Fuel,index,DOE 4.08,30.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007795,Base,per-mile,RPM 1.92,1382.85,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007795,Fuel,index,DOE 3.84,135.91,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007796,Base,per-mile,RPM 2.30,2007.35,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007796,Fuel,index,DOE 4.08,199.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007797,Base,per-mile,RPM 1.76,751.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007797,Fuel,index,DOE 3.89,78.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007798,Base,per-mile,RPM 1.60,749.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007798,Fuel,index,DOE 3.83,79.33,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007799,Accessorial: Layover,flat,LAYOVER,72.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007799,Base,per-mile,RPM 1.77,815.9,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007799,Fuel,index,DOE 3.89,73.38,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007800,Accessorial: Lumper,flat,LUMPER,127.83,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007800,Base,per-mile,RPM 2.69,606.96,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007800,Fuel,index,DOE 3.84,42.56,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007801,Base,per-mile,RPM 2.20,4571.29,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007801,Fuel,index,DOE 3.98,346.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007802,Base,per-mile,RPM 2.10,336.37,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007802,Fuel,index,DOE 3.85,29.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007803,Base,per-mile,RPM 1.96,1176.13,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007803,Fuel,index,DOE 3.87,106.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007804,Accessorial: Detention,flat,DETENTION,348.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007804,Base,per-mile,RPM 2.05,680.66,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007804,Fuel,index,DOE 3.85,64.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007805,Base,per-mile,RPM 2.45,695.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007805,Fuel,index,DOE 3.86,47.82,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007806,Accessorial: Detention,flat,DETENTION,201.37,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007806,Base,per-mile,RPM 2.48,606.42,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007806,Fuel,index,DOE 3.94,47.43,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007807,Accessorial: Detention,flat,DETENTION,237.11,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007807,Base,per-mile,RPM 2.40,849.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007807,Fuel,index,DOE 3.94,70.38,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007808,Base,per-mile,RPM 2.42,2490.52,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007808,Fuel,index,DOE 3.85,192.92,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007809,Base,per-mile,RPM 1.80,2610.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007809,Fuel,index,DOE 3.86,248.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007810,Accessorial: TONU,flat,TONU,172.69,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007811,Base,per-mile,RPM 2.31,2112.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007811,Fuel,index,DOE 3.85,172.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007812,Accessorial: TONU,flat,TONU,195.9,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007813,Base,per-mile,RPM 1.99,740.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007813,Fuel,index,DOE 3.92,63.76,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007814,Accessorial: TONU,flat,TONU,133.98,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007815,Base,per-mile,RPM 1.91,1707.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007815,Fuel,index,DOE 3.82,145.19,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007816,Base,per-mile,RPM 1.76,1105.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007816,Fuel,index,DOE 3.83,125.58,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007817,Base,per-mile,RPM 2.41,3333.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007817,Fuel,index,DOE 3.92,210.22,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007818,Base,per-mile,RPM 2.27,3566.76,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007818,Fuel,index,DOE 3.89,265.42,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007819,Base,per-mile,RPM 2.65,385.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007819,Fuel,index,DOE 3.96,26.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007820,Base,per-mile,RPM 2.66,802.51,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007820,Fuel,index,DOE 3.85,57.17,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007821,Base,per-mile,RPM 1.91,2099.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007821,Fuel,index,DOE 3.85,218.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007822,Base,per-mile,RPM 1.75,1189.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007822,Fuel,index,DOE 3.84,109.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007823,Base,per-mile,RPM 2.36,4627.19,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007823,Fuel,index,DOE 3.77,319.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007824,Base,per-mile,RPM 2.35,2038.23,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007824,Fuel,index,DOE 3.89,144.47,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007825,Base,per-mile,RPM 1.75,1120.93,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007825,Fuel,index,DOE 3.94,116.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007826,Base,per-mile,RPM 2.12,1590.93,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007826,Fuel,index,DOE 3.94,148.55,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007827,Accessorial: Detention,flat,DETENTION,118.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007827,Base,per-mile,RPM 2.12,1351.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007827,Fuel,index,DOE 3.89,118.24,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007828,Base,per-mile,RPM 2.74,901.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007828,Fuel,index,DOE 3.86,57.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007829,Base,per-mile,RPM 1.56,3128.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007829,Fuel,index,DOE 3.87,324.44,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007830,Base,per-mile,RPM 2.35,1152.63,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007830,Fuel,index,DOE 3.92,90.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007831,Base,per-mile,RPM 2.27,1143.42,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007831,Fuel,index,DOE 3.94,87.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007832,Base,per-mile,RPM 2.40,3966.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007832,Fuel,index,DOE 3.98,275.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007833,Base,per-mile,RPM 1.63,2288.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007833,Fuel,index,DOE 3.83,301.12,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007834,Accessorial: Detention,flat,DETENTION,234.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007834,Base,per-mile,RPM 2.61,511.88,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007834,Fuel,index,DOE 3.86,41.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007835,Base,per-mile,RPM 2.37,1958.39,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007835,Fuel,index,DOE 3.94,149.49,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007836,Accessorial: Detention,flat,DETENTION,250.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007836,Base,per-mile,RPM 2.07,581.27,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007836,Fuel,index,DOE 3.94,51.27,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007837,Base,per-mile,RPM 2.66,722.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007837,Fuel,index,DOE 3.89,47.84,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007838,Base,per-mile,RPM 2.13,1783.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007838,Fuel,index,DOE 3.92,151.02,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007839,Base,per-mile,RPM 1.82,790.07,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007839,Fuel,index,DOE 3.90,79.14,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007840,Base,per-mile,RPM 2.40,1778.5,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007840,Fuel,index,DOE 3.90,116.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007841,Base,per-mile,RPM 2.32,1847.56,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007841,Fuel,index,DOE 3.87,149.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007842,Base,per-mile,RPM 2.47,488.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007842,Fuel,index,DOE 3.94,34.58,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007843,Base,per-mile,RPM 2.15,1230.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007843,Fuel,index,DOE 3.94,95.91,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007844,Base,per-mile,RPM 2.20,1759.29,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007844,Fuel,index,DOE 4.08,160.93,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007845,Base,per-mile,RPM 2.15,815.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007845,Fuel,index,DOE 3.92,74.39,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007846,Base,per-mile,RPM 2.47,848.87,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007846,Fuel,index,DOE 3.94,63.29,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007847,Base,per-mile,RPM 2.39,2529.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007847,Fuel,index,DOE 4.08,174.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007848,Base,per-mile,RPM 2.33,2420.07,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007848,Fuel,index,DOE 4.08,192.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007849,Base,per-mile,RPM 2.37,2076.9,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007849,Fuel,index,DOE 3.96,165.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007850,Accessorial: Layover,flat,LAYOVER,240.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007850,Base,per-mile,RPM 2.39,2379.32,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007850,Fuel,index,DOE 3.94,199.7,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007851,Base,per-mile,RPM 2.18,2547.44,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007851,Fuel,index,DOE 3.94,207.52,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007852,Base,per-mile,RPM 2.17,1484.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007852,Fuel,index,DOE 3.89,116.53,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007853,Accessorial: Layover,flat,LAYOVER,249.31,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007853,Base,per-mile,RPM 2.19,1473.63,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007853,Fuel,index,DOE 3.90,119.37,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007854,Base,per-mile,RPM 2.09,1118.11,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007854,Fuel,index,DOE 3.90,82.3,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007855,Accessorial: Layover,flat,LAYOVER,318.69,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007855,Base,per-mile,RPM 2.10,1693.19,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007855,Fuel,index,DOE 3.83,144.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007856,Accessorial: Lumper,flat,LUMPER,291.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007856,Base,per-mile,RPM 2.39,1803.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007856,Fuel,index,DOE 3.94,122.83,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007857,Base,per-mile,RPM 2.05,572.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007857,Fuel,index,DOE 3.90,46.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007858,Base,per-mile,RPM 2.63,989.32,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007858,Fuel,index,DOE 3.83,63.07,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007859,Base,per-mile,RPM 1.81,3438.15,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007859,Fuel,index,DOE 3.85,325.96,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007860,Base,per-mile,RPM 2.37,2233.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007860,Fuel,index,DOE 3.92,189.14,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007861,Base,per-mile,RPM 2.27,2429.73,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007861,Fuel,index,DOE 3.85,219.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007862,Base,per-mile,RPM 1.71,2325.29,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007862,Fuel,index,DOE 3.85,270.22,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007863,Base,per-mile,RPM 2.28,881.9,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007863,Fuel,index,DOE 3.87,83.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007864,Base,per-mile,RPM 1.90,2304.68,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007864,Fuel,index,DOE 3.77,176.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007865,Base,per-mile,RPM 2.32,1070.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007865,Fuel,index,DOE 3.83,76.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007866,Accessorial: TONU,flat,TONU,113.22,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007867,Accessorial: Detention,flat,DETENTION,253.77,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007867,Base,per-mile,RPM 2.49,395.87,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007867,Fuel,index,DOE 4.08,30.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007868,Base,per-mile,RPM 2.31,1807.82,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007868,Fuel,index,DOE 3.98,142.76,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007869,Base,per-mile,RPM 2.37,3710.96,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007869,Fuel,index,DOE 3.92,328.3,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007870,Base,per-mile,RPM 2.45,396.73,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007870,Fuel,index,DOE 3.98,34.92,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007871,Base,per-mile,RPM 2.60,473.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007871,Fuel,index,DOE 3.94,33.98,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007872,Base,per-mile,RPM 1.66,2608.73,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007872,Fuel,index,DOE 3.85,270.9,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007873,Base,per-mile,RPM 1.53,1383.48,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007873,Fuel,index,DOE 3.87,141.1,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007874,Base,per-mile,RPM 1.78,1380.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007874,Fuel,index,DOE 3.98,140.01,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007875,Base,per-mile,RPM 2.34,3439.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007875,Fuel,index,DOE 3.92,266.31,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007876,Base,per-mile,RPM 2.15,1690.21,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007876,Fuel,index,DOE 4.08,146.88,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007877,Base,per-mile,RPM 1.75,984.5,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007877,Fuel,index,DOE 3.89,99.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007878,Base,per-mile,RPM 2.32,1503.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007878,Fuel,index,DOE 3.87,113.58,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007879,Base,per-mile,RPM 2.39,933.88,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007879,Fuel,index,DOE 3.77,70.13,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007880,Base,per-mile,RPM 2.41,708.89,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007880,Fuel,index,DOE 3.94,46.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007881,Accessorial: Detention,flat,DETENTION,201.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007881,Base,per-mile,RPM 1.78,739.68,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007881,Fuel,index,DOE 3.85,78.23,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007882,Base,per-mile,RPM 2.31,1134.86,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007882,Fuel,index,DOE 3.85,96.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007883,Base,per-mile,RPM 1.99,710.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007883,Fuel,index,DOE 3.89,56.2,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007884,Base,per-mile,RPM 2.39,925.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007884,Fuel,index,DOE 3.90,60.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007885,Base,per-mile,RPM 2.20,3264.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007885,Fuel,index,DOE 3.94,285.52,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007886,Base,per-mile,RPM 2.38,2739.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S007886,Fuel,index,DOE 3.85,205.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
